45.37,99.0,96
45.37,82.0,88
45.37,74.0,88
45.37,65.98,72
80.0,93.0,90
45.37,65.98,88
75.0,79.0,88
45.37,93.0,96
45.37,77.0,88
90.0,80.0,89
45.37,88.0,79
81.0,88.0,89
45.37,82.0,87
45.37,88.0,95
45.37,82.0,82
45.37,89.0,87
45.37,91.0,97
45.37,92.0,88
45.37,85.0,87
45.37,65.98,86
89.0,98.0,95
45.37,91.0,90
45.37,93.0,88
45.37,85.0,87
90.0,77.0,92
45.37,90.0,88
45.37,65.98,89
45.37,82.0,91
82.0,90.0,93
45.37,84.0,84
45.37,88.0,85
45.37,85.0,89
45.37,89.0,94
45.37,87.0,86
45.37,89.0,87
45.37,94.0,88
45.37,88.0,90
90.0,85.0,84
75.0,82.0,85
45.37,84.0,90
83.0,82.0,83
45.37,87.0,94
45.37,71.0,92
45.37,67.0,74
45.37,79.0,78
45.37,92.0,90
45.37,93.0,90
84.0,71.0,82
78.0,88.0,88
86.0,85.0,90
45.37,90.0,83
86.0,90.0,83
45.37,88.0,90
73.0,86.0,89
45.37,76.0,82
45.37,65.0,76
45.37,88.0,89
45.37,90.0,91
45.37,91.0,86
45.37,65.98,70
87.0,87.0,91
45.37,90.0,88
45.37,80.0,95
75.0,84.0,93
79.0,74.0,83
45.37,90.0,92
73.0,86.0,78
82.0,76.0,83
45.37,30.0,87
45.37,84.0,86
85.0,65.98,84
45.37,94.0,88
82.0,83.0,82
86.0,85.0,86
45.37,93.0,85
45.37,92.0,85
45.37,89.0,85
45.37,87.0,95
87.0,77.0,75
45.37,87.0,77
45.37,79.0,95
45.37,71.0,91
45.37,74.0,93
45.37,79.0,87
45.37,87.0,90
45.37,91.0,90
45.37,87.0,88
45.37,90.0,97
80.0,91.0,92
45.37,86.0,95
80.0,78.0,76
45.37,91.0,84
45.37,83.0,88
45.37,88.0,87
45.37,85.0,87
45.37,80.0,85
45.37,78.0,81
45.37,86.0,84
45.37,79.0,80
45.37,86.0,88
93.0,75.0,90
83.0,90.0,93
80.0,87.0,91
85.0,83.0,81
82.0,85.0,94
80.0,83.0,83
83.0,87.0,89
81.0,93.0,95
89.0,94.0,90
73.0,76.0,87
80.0,87.0,85
81.0,90.0,86
76.0,82.0,79
84.0,91.0,92
45.37,65.98,88
45.37,88.0,86
93.0,97.0,97
45.37,65.98,84
45.37,83.0,79.8
92.0,90.0,92
45.37,93.0,92
45.37,81.0,87
45.37,87.0,91
45.37,90.0,90
45.37,90.0,89
45.37,97.0,93
45.37,77.0,88
45.37,91.0,90
45.37,88.0,88
45.37,81.0,83
45.37,40.0,83
82.0,92.0,94
81.0,81.0,90
45.37,82.0,83
45.37,84.0,84
83.0,86.0,85
45.37,13.0,89
80.0,91.0,85
45.37,94.0,91
45.37,65.98,0
83.0,83.0,72
45.37,36.0,82
45.37,89.0,88
45.37,65.98,90
93.0,82.0,89
83.0,91.0,88
45.37,90.0,90
45.37,65.98,0
45.37,91.0,82
80.0,89.0,90
85.0,88.0,85
86.0,78.0,88
90.1,94.0,91
82.0,94.0,88
80.0,30.0,74
45.37,78.0,83
84.0,86.0,85
70.0,65.98,55
83.0,65.98,33
89.0,84.0,86
85.0,79.0,76
82.0,95.0,93
86.0,75.0,75
45.37,65.98,82
76.0,71.0,72.87
90.0,87.0,78
89.0,89.0,79
45.37,70.0,80
78.0,88.0,83
87.0,65.98,14
90.0,85.0,89
80.0,87.0,84
76.0,70.0,70
93.0,88.0,86
45.37,65.98,15
0.0,65.98,17
90.0,87.0,85
0.0,84.0,87
89.0,82.0,80
88.0,74.0,79
89.0,95.0,92
45.37,87.0,87
80.0,86.0,88
86.0,94.0,89
92.0,96.0,91
45.37,72.0,76
45.37,65.98,83
89.0,93.0,88
45.37,84.0,82
76.0,65.98,87
88.0,82.0,86
88.0,82.0,81
93.0,91.0,93
92.0,87.0,76
90.0,0.0,76
90.0,84.0,90
45.37,65.98,56
85.0,87.0,88
45.37,65.98,85
88.0,86.0,82
90.0,88.0,89
45.37,65.98,25
86.0,79.0,83
83.0,84.0,89
60.0,65.98,63
70.0,73.0,73
80.0,90.0,92
78.0,9.0,71
89.0,83.0,83
45.37,65.98,0
91.0,65.98,0
82.0,85.0,88
0.0,0.0,73
0.0,0.0,72
45.37,65.98,14
45.37,84.0,89
45.37,65.98,0
45.37,65.98,12
81.0,87.0,84
88.0,87.0,88
45.37,65.98,91
79.0,79.0,87
45.37,73.0,79
87.0,81.0,81
45.37,65.98,68
0.0,13.0,75
45.37,80.0,83
85.0,65.98,40
0.0,65.98,0
45.37,65.98,79
89.0,65.98,37
45.37,65.98,33
0.0,71.0,81
45.37,88.0,88
45.37,88.0,93
87.0,36.0,81
90.0,87.0,78
90.0,80.0,84
85.0,88.0,94
87.0,65.0,70
91.0,49.0,84
90.0,65.98,0
93.0,88.0,89
84.0,86.0,93
85.0,87.0,87
87.0,78.0,83
82.0,60.0,72
85.0,72.0,76.53
86.0,76.0,80
87.0,83.0,89
86.0,85.0,83
84.0,65.98,74.94
89.0,80.0,69
86.0,86.0,85
0.0,65.98,38
89.0,64.0,91
45.37,65.98,0
93.0,79.0,89
87.0,95.0,92
85.0,65.98,50
45.37,87.0,84
83.0,96.0,91
85.0,65.98,76.31
45.37,82.0,81
45.37,85.0,90
45.37,94.0,91
45.37,65.98,64
45.37,78.0,84
45.37,65.98,87
45.37,65.98,53.6
0.0,46.0,77
45.37,0.0,76
85.0,82.0,84
45.37,98.0,89
45.37,65.98,82
0.0,0.0,83
83.0,98.0,93
88.0,86.0,88
80.0,74.0,82
45.37,44.0,76
83.0,90.0,96
80.0,65.98,59
45.37,65.98,89
45.37,65.98,44
45.37,65.98,48
83.0,82.0,75
0.0,0.0,85
80.0,86.0,85
81.0,75.0,78
77.0,77.0,85
78.0,72.0,76
45.37,65.98,0
77.0,84.0,85
45.37,65.98,0
45.37,65.98,0
87.0,0.0,92
81.0,76.0,78
45.37,0.0,86
82.0,83.0,86
78.0,80.0,84
85.0,86.0,89
78.0,81.0,84
0.0,0.0,84
80.0,80.0,74
45.37,65.98,33
59.0,15.0,74
56.0,65.98,35
88.0,78.0,78
85.0,67.0,78
78.0,78.0,83
0.0,65.98,0
45.37,65.98,59.99
45.37,65.98,0
45.37,65.98,41
90.0,0.0,88
76.0,65.98,90
45.37,65.98,0
45.37,65.98,76
80.0,78.0,82
80.0,65.98,89
75.0,65.98,36
79.0,62.0,76
79.0,67.0,80
45.37,65.98,0
89.0,73.0,77
45.37,81.0,78
90.0,80.0,81
59.0,65.98,46
0.0,79.0,89
45.37,65.98,87
45.37,65.98,90
45.37,0.0,72
45.37,65.98,88
45.37,65.98,93
45.37,65.98,91
45.37,65.98,93
45.37,65.98,0
45.37,65.98,0
45.37,65.98,0
45.37,65.98,87
45.37,65.98,91
45.37,65.98,86
45.37,65.98,90
45.37,79.0,87
45.37,65.98,0
45.37,91.0,90
45.37,0.0,76
